MeSH ID	Tree ID	Name	Description	Comment	Counts [Pubmed counts]	Color
D000071074	C16.614.627	Neonatal Sepsis	Blood infection that occurs in an infant younger than 90 days old. Early-onset sepsis is seen in the first week of life and most often appears within 24 hours of birth. Late-onset occurs after 1 week and before 3 months of age.		1264	
D000071074	C23.550.470.790.500.470	Neonatal Sepsis	Blood infection that occurs in an infant younger than 90 days old. Early-onset sepsis is seen in the first week of life and most often appears within 24 hours of birth. Late-onset occurs after 1 week and before 3 months of age.		1264	
D000071075	C10.668.829.860	Small Fiber Neuropathy	Disorder of the peripheral nerves that primarily impair small nerve fibers. The affected small nerve fibers include myelinated A-delta fibers (see A FIBERS) and unmyelinated C FIBERS. Because these small fibers innervate skin and help control autonomic function, their neuropathy presents with neuropathic pain, reduced thermal and pain sensitivity, and autonomic dysfunction (e.g. abnormal sweating or facial flushing). Small fiber neuropathy can be idiopathic or associated with underlying diseases (e.g., AMYLOIDOSIS; DIABETES MELLITUS; SARCOIDOSIS; or VASCULITIS).		280	
D000071078	C14.907.798	Stenosis, Pulmonary Vein	Narrowing of the PULMONARY VEIN.		207	
D000071079	C14.907.137.825	Stenosis, Pulmonary Artery	Narrowing of the PULMONARY ARTERIES.		173	
D000071243	C01.920.500.990	Zika Virus Infection	A viral disease transmitted by the bite of AEDES mosquitoes infected with ZIKA VIRUS. Its mild DENGUE-like symptoms include fever, rash, headaches and ARTHRALGIA. The viral infection during pregnancy, in rare cases, is associated with congenital brain and ocular abnormalities, called Congenital Zika Syndrome, including MICROCEPHALY and may also lead to GUILLAIN-BARRE SYNDROME.		6512	
D000071243	C01.925.081.990	Zika Virus Infection	A viral disease transmitted by the bite of AEDES mosquitoes infected with ZIKA VIRUS. Its mild DENGUE-like symptoms include fever, rash, headaches and ARTHRALGIA. The viral infection during pregnancy, in rare cases, is associated with congenital brain and ocular abnormalities, called Congenital Zika Syndrome, including MICROCEPHALY and may also lead to GUILLAIN-BARRE SYNDROME.		6512	
D000071243	C01.925.782.350.250.990	Zika Virus Infection	A viral disease transmitted by the bite of AEDES mosquitoes infected with ZIKA VIRUS. Its mild DENGUE-like symptoms include fever, rash, headaches and ARTHRALGIA. The viral infection during pregnancy, in rare cases, is associated with congenital brain and ocular abnormalities, called Congenital Zika Syndrome, including MICROCEPHALY and may also lead to GUILLAIN-BARRE SYNDROME.		6512	
D000071257	C10.597.606.337.500.500	Emergence Delirium	A form of DELIRIUM which occurs after GENERAL ANESTHESIA.		369	
D000071257	C23.550.767.181	Emergence Delirium	A form of DELIRIUM which occurs after GENERAL ANESTHESIA.		369	
D000071257	C23.888.592.604.339.500.500	Emergence Delirium	A form of DELIRIUM which occurs after GENERAL ANESTHESIA.		369	
D000071297	C01.221.250.875.044	Acute Retroviral Syndrome	Early stage of HIV infection. Symptoms resemble INFLUENZA or INFECTIOUS MONONUCLEOSIS.		10	
D000071297	C01.221.812.640.400.044	Acute Retroviral Syndrome	Early stage of HIV infection. Symptoms resemble INFLUENZA or INFECTIOUS MONONUCLEOSIS.		10	
D000071297	C01.778.640.400.044	Acute Retroviral Syndrome	Early stage of HIV infection. Symptoms resemble INFLUENZA or INFECTIOUS MONONUCLEOSIS.		10	
D000071297	C01.925.782.815.616.400.044	Acute Retroviral Syndrome	Early stage of HIV infection. Symptoms resemble INFLUENZA or INFECTIOUS MONONUCLEOSIS.		10	
D000071297	C01.925.813.400.044	Acute Retroviral Syndrome	Early stage of HIV infection. Symptoms resemble INFLUENZA or INFECTIOUS MONONUCLEOSIS.		10	
D000071297	C12.100.937.640.400.044	Acute Retroviral Syndrome	Early stage of HIV infection. Symptoms resemble INFLUENZA or INFECTIOUS MONONUCLEOSIS.		10	
D000071297	C20.673.480.044	Acute Retroviral Syndrome	Early stage of HIV infection. Symptoms resemble INFLUENZA or INFECTIOUS MONONUCLEOSIS.		10	
D000071298	C23.550.260.127	Body Remains	The physical entity of a deceased human or animal.		291	
D000071378	C05.330.488.050	Bunion	Abnormal swelling of the inner aspect of the first metatarsal head affecting the first METATARSOPHALANGEAL JOINT.		72	
D000071380	C04.557.450.565.590.340.705	Fibromatosis, Plantar	A fibromatosis of the plantar fascia characterized by thickening of the fibrous bands on the plantar aponeurosis in the sole of the foot and toes.		37	
D000071380	C05.360.375	Fibromatosis, Plantar	A fibromatosis of the plantar fascia characterized by thickening of the fibrous bands on the plantar aponeurosis in the sole of the foot and toes.		37	
D000071380	C05.651.197.369	Fibromatosis, Plantar	A fibromatosis of the plantar fascia characterized by thickening of the fibrous bands on the plantar aponeurosis in the sole of the foot and toes.		37	
D000071380	C17.300.349	Fibromatosis, Plantar	A fibromatosis of the plantar fascia characterized by thickening of the fibrous bands on the plantar aponeurosis in the sole of the foot and toes.		37	
D000071380	C17.800.321.063	Fibromatosis, Plantar	A fibromatosis of the plantar fascia characterized by thickening of the fibrous bands on the plantar aponeurosis in the sole of the foot and toes.		37	
D000071562	C26.404.038	Fractures, Avulsion	Tearing away of the CORTICAL BONE fragment at the location of a strong ligament or tendon attachment. The bone fragment detachment site often occurs near a soft site (e.g., GROWTH PLATE) at the base where LIGAMENTS; TENDONS; or JOINT CAPSULES attach. In younger patients it is most often caused by a sudden forceful pull on a tendon in the opposite direction of the bone movement. In the elderly it is associated with osteoporotic INSUFFICIENCY FRACTURES.		286	
D000071576	C26.257	Crush Injuries	Excessive compression of parts of the body that causes muscle swelling, fracture, and/or neurological disturbances in the affected areas. Crush injury with systemic manifestations is referred to as CRUSH SYNDROME.		195	
D000071697	C23.888.885.281	Cellulite	Skin lumpiness or skin surface dimpling often seen on the thighs, buttocks and abdomen. It is due to protrusion of SUBCUTANEOUS FAT into the DERMIS layer of skin.		78	
D000071698	C18.452.394.750.714	Latent Autoimmune Diabetes in Adults	Autoimmune diabetes in adults with slowly progressive PANCREATIC BETA CELL failure and the presence of circulating autoantibodies to PANCREATIC ISLETS cell antigens.		159	
D000071698	C19.246.656	Latent Autoimmune Diabetes in Adults	Autoimmune diabetes in adults with slowly progressive PANCREATIC BETA CELL failure and the presence of circulating autoantibodies to PANCREATIC ISLETS cell antigens.		159	
D000071698	C20.111.576	Latent Autoimmune Diabetes in Adults	Autoimmune diabetes in adults with slowly progressive PANCREATIC BETA CELL failure and the presence of circulating autoantibodies to PANCREATIC ISLETS cell antigens.		159	
D000071699	C09.218.568.900.442	Bilateral Vestibulopathy	Impairment of the vestibular function of both inner ears which can cause difficulties with balance, gait, VERTIGO, and visual blurring.		114	
D000071699	C10.597.057	Bilateral Vestibulopathy	Impairment of the vestibular function of both inner ears which can cause difficulties with balance, gait, VERTIGO, and visual blurring.		114	
D000071699	C23.888.592.057	Bilateral Vestibulopathy	Impairment of the vestibular function of both inner ears which can cause difficulties with balance, gait, VERTIGO, and visual blurring.		114	
D000071700	C11.270.152	Cone-Rod Dystrophies	Genetically heterogeneous and sometimes syndromic (e.g., BARDET BIEDL SYNDROME; and SPINOCEREBELLAR ATAXIA TYPE 7) retinopathies with initial RETINAL CONE involvement. They are characterized by decreased VISUAL ACUITY; COLOR VISION DEFECTS; progressive loss of peripheral vision and night blindness.		146	
D000071700	C11.768.585.658.250	Cone-Rod Dystrophies	Genetically heterogeneous and sometimes syndromic (e.g., BARDET BIEDL SYNDROME; and SPINOCEREBELLAR ATAXIA TYPE 7) retinopathies with initial RETINAL CONE involvement. They are characterized by decreased VISUAL ACUITY; COLOR VISION DEFECTS; progressive loss of peripheral vision and night blindness.		146	
D000071700	C16.320.290.152	Cone-Rod Dystrophies	Genetically heterogeneous and sometimes syndromic (e.g., BARDET BIEDL SYNDROME; and SPINOCEREBELLAR ATAXIA TYPE 7) retinopathies with initial RETINAL CONE involvement. They are characterized by decreased VISUAL ACUITY; COLOR VISION DEFECTS; progressive loss of peripheral vision and night blindness.		146	
D000071896	C23.888.541	Medically Unexplained Symptoms	Persistent health symptoms which remain unexplained after a complete medical evaluation. A cluster of symptoms that consistently appear together but without a known cause are referred to as a MEDICALLY UNEXPLAINED SYNDROME (MUS).		572	
D000071956	C26.891.375.750	Myocardial Contusions	Bruise to the heart muscle due to blunt thoracic trauma.		51	
D000071956	C26.974.250.875	Myocardial Contusions	Bruise to the heart muscle due to blunt thoracic trauma.		51	
D000071960	C04.557.470.200.240.187	Breast Carcinoma In Situ	A condition in which abnormal cells have not spread outside the duct, lobule, or nipple to other tissues of the breast. There are 3 types of breast carcinoma in situ: DUCTAL CARCINOMA IN SITU; LOBULAR CARCINOMA IN SITU; and PAGET DISEASE OF THE NIPPLE.		200	
D000071960	C04.588.180.130	Breast Carcinoma In Situ	A condition in which abnormal cells have not spread outside the duct, lobule, or nipple to other tissues of the breast. There are 3 types of breast carcinoma in situ: DUCTAL CARCINOMA IN SITU; LOBULAR CARCINOMA IN SITU; and PAGET DISEASE OF THE NIPPLE.		200	
D000071960	C17.800.090.500.130	Breast Carcinoma In Situ	A condition in which abnormal cells have not spread outside the duct, lobule, or nipple to other tissues of the breast. There are 3 types of breast carcinoma in situ: DUCTAL CARCINOMA IN SITU; LOBULAR CARCINOMA IN SITU; and PAGET DISEASE OF THE NIPPLE.		200	
D000072039	C05.550.518.336	Fracture Dislocation	Fracture of a bone near an articulation with concomitant dislocation of that joint.		466	
D000072039	C26.289.336	Fracture Dislocation	Fracture of a bone near an articulation with concomitant dislocation of that joint.		466	
D000072039	C26.404.026	Fracture Dislocation	Fracture of a bone near an articulation with concomitant dislocation of that joint.		466	
D000072042	C05.550.518.336.875	Salter-Harris Fractures	Fractures involving a GROWTH PLATE.		405	
D000072042	C26.289.336.875	Salter-Harris Fractures	Fractures involving a GROWTH PLATE.		405	
D000072042	C26.404.026.500	Salter-Harris Fractures	Fractures involving a GROWTH PLATE.		405	
D000072281	C15.604.338	Lymphadenopathy	Disease of LYMPH NODES which are abnormal in size, number or consistency.		1104	
D000072656	C15.604.496.160	Breast Cancer Lymphedema	Abnormal accumulation of lymph in the arm, shoulder and breast area associated with surgical treatment (e.g., MASTECTOMY) or radiation treatment of breast cancer.		347	
D000072656	C23.550.767.082	Breast Cancer Lymphedema	Abnormal accumulation of lymph in the arm, shoulder and breast area associated with surgical treatment (e.g., MASTECTOMY) or radiation treatment of breast cancer.		347	
D000072657	C14.280.647.500.875	ST Elevation Myocardial Infarction	A clinical syndrome defined by MYOCARDIAL ISCHEMIA symptoms; persistent elevation in the ST segments of the ELECTROCARDIOGRAM; and release of BIOMARKERS of myocardial NECROSIS (e.g., elevated TROPONIN levels). ST segment elevation in the ECG is often used in determining the treatment protocol (see also NON-ST ELEVATION MYOCARDIAL INFARCTION).		7207	
D000072657	C14.907.585.500.875	ST Elevation Myocardial Infarction	A clinical syndrome defined by MYOCARDIAL ISCHEMIA symptoms; persistent elevation in the ST segments of the ELECTROCARDIOGRAM; and release of BIOMARKERS of myocardial NECROSIS (e.g., elevated TROPONIN levels). ST segment elevation in the ECG is often used in determining the treatment protocol (see also NON-ST ELEVATION MYOCARDIAL INFARCTION).		7207	
D000072657	C23.550.513.355.750.875	ST Elevation Myocardial Infarction	A clinical syndrome defined by MYOCARDIAL ISCHEMIA symptoms; persistent elevation in the ST segments of the ELECTROCARDIOGRAM; and release of BIOMARKERS of myocardial NECROSIS (e.g., elevated TROPONIN levels). ST segment elevation in the ECG is often used in determining the treatment protocol (see also NON-ST ELEVATION MYOCARDIAL INFARCTION).		7207	
D000072657	C23.550.717.489.750.875	ST Elevation Myocardial Infarction	A clinical syndrome defined by MYOCARDIAL ISCHEMIA symptoms; persistent elevation in the ST segments of the ELECTROCARDIOGRAM; and release of BIOMARKERS of myocardial NECROSIS (e.g., elevated TROPONIN levels). ST segment elevation in the ECG is often used in determining the treatment protocol (see also NON-ST ELEVATION MYOCARDIAL INFARCTION).		7207	
