MeSH ID	Tree ID	Name	Description	Comment	Counts [Template Drug]	Color
D000073842	C14.240.400.975|C14.280.400.975|C16.131.077.929|C16.131.240.400.968|C16.131.260.932|C16.320.180.932	Trisomy 18 Syndrome	A chromosome disorder associated with TRISOMY of all or part of CHROMOSOME 18. Clinical manifestations include INTRAUTERINE GROWTH RETARDATION; CLEFT PALATE; CONGENITAL HEART DEFECTS; MICROCEPHALY; MICROGNATHIA and clenched fists with overlapping fingers. Most affected fetuses do not survive to birth. Those who survive through their first year often have severe INTELLECTUAL DISABILITY.	""	0	#FFFFFF
D000073872	C14.240.850.992|C14.907.109.239.825|C16.131.240.850.984	Vascular Ring	Congenital vascular malformation in which the AORTA arch and its branches encircle the TRACHEA and ESOPHAGUS. Signs and symptoms include DYSPNEA; RESPIRATORY SOUNDS, especially with eating, DYSPHAGIA, persistent cough, and GASTROESOPHAGEAL REFLUX or may be asymptomatic. Two most common types are double aortic arch and right aortic arch. It may be associated with other anomalies (e.g., DIGEORGE SYNDROME).	""	0	#FFFFFF
D000073923	C23.888.821.387	Food Intolerance	Digestive system disorder where a particular food irritates the digestive tract or cannot be properly digested (i.e., due to a lack of a digestive enzyme). It differs from FOOD HYPERSENSITIVITY which is an immune system disorder, usually due to specific proteins in food.  http://my.clevelandclinic.org/health/articles/problem-foods-is-it-an-allergy-or-intolerance.	""	0	#FFFFFF
D000074009	C04.557.470.035.175.900|C04.557.470.550.175.900	Tubular Sweat Gland Adenomas	Various tubular forms of benign tumors of the SWEAT GLAND with glandular differentiation. Common types include syringocystadenoma papilliferum of the head and neck, and hidradenoma papilliferum of the vulva area. Hidradenoma papilliferum may be derived from mammary-like glands of the vulva.	""	0	#FFFFFF
D000074021	C14.280.067.558.430|C14.280.123.500.430|C23.550.073.425.270	Interatrial Block	Impaired or delayed impulse conduction between the right and left HEART ATRIA. Advanced interatrial blocks are often associated with arrhythmias (e.g., ATRIAL FLUTTER; and ATRIAL FIBRILLATION), direct conduction block via the Bachmann's bundle and concomitant left atrial enlargement. Syndrome of advanced interatrial block associated with SUPRAVENTRICULAR TACHYCARDIA is referred to as Bayes syndrome.	""	0	#FFFFFF
D000074042	C10.228.140.300.535.200.600|C14.907.253.573.200.600|C23.550.414.913.100.600	Cerebral Intraventricular Hemorrhage	Bleeding within the CEREBRAL VENTRICLES. It is associated with intraventricular trauma, aneurysm, vascular malformations, hypertension and in VERY LOW BIRTH WEIGHT infants.	""	0	#FFFFFF
D000074079	C17.300.849|C20.111.904	Undifferentiated Connective Tissue Diseases	Diseases that exhibit signs and symptoms suggestive of a connective tissue disease that do not fulfill clinical or diagnostic criteria for any one defined disease but overlap with criteria of multiple such diseases. Commonly overlapping diseases include systemic autoimmune connective tissue diseases such as RHEUMATOID ARTHRITIS; SYSTEMIC LUPUS ERYTHEMATOSUS; and SYSTEMIC SCLEROSIS.	""	0	#FFFFFF
D000074270	C06.405.469.531.788	Meconium Ileus	Intestinal obstruction caused by congealed MECONIUM in the distal ILEUM and CECUM. It presents shortly after birth as a failure to pass meconium and frequently occurs in infants with CYSTIC FIBROSIS.	""	0	#FFFFFF
D000074607	C25.775.643.500.800	Opium Dependence	Strong physiological and emotional dependence on OPIUM.	""	0	#FFFFFF
D000074723	C04.697.850|C23.550.727.850	Oncogene Addiction	The dependence of tumor cells on a single oncogenic pathway or protein for their continued proliferation and survival.	""	0	#FFFFFF
D000074742	C06.198.929|C14.240.850.922|C14.907.137.527|C16.131.240.850.898	Median Arcuate Ligament Syndrome	Compression of the CELIAC ARTERY by the median arcuate ligament, a fibrous band of the DIAPHRAGM, causing abdominal pain after eating and weight loss. OMIM: 116870	""	0	#FFFFFF
D000074924	C20.543.480.370.572	Nut and Peanut Hypersensitivity	Allergic reaction to tree nuts and peanuts, including other LEGUMES, that is triggered by the immune system. It includes co-sensitization to other food (e.g., sesame seed).	""	0	#FFFFFF
D000074962	C14.280.647.375|C14.907.585.375|C20.543.560	Kounis Syndrome	A disorder of cardiac function secondary to hypersensitivity reactions. It is characterized by coexistence of acute coronary syndromes and cardiac MAST CELL and PLATELET ACTIVATION. It may be induced by exposure to drugs (e.g., antibiotics, anesthetics, contrast media), food, and environmental triggers (e.g., insect bites and stings, poison ivy).	""	0	#FFFFFF
D000075067	C25.775.814	Substance Abuse, Oral	Abuse, overuse, or misuse of a substance by ingestion.	""	0	#FFFFFF
D000075122	C04.834.794|C15.378.147.542.820|C15.378.147.780.838|C20.683.460.820|C20.683.780.838	Smoldering Multiple Myeloma	An asymptomatic and slow-growing PLASMA CELL dyscrasia characterized by presence of MYELOMA PROTEINS and clonal bone marrow plasma cells without end-organ damage (e.g., renal impairment). It is distinguished from MONOCLONAL GAMMOPATHY OF UNDETERMINED SIGNIFICANCE by a much higher risk of progression to symptomatic MULTIPLE MYELOMA.	""	0	#FFFFFF
D000075222	C14.907.489.165	Essential Hypertension	Hypertension that occurs without known cause, or preexisting renal disease. Associated polymorphisms for a number of genes have been identified, including AGT, GNB3, and ECE1. OMIM: 145500	""	0	#FFFFFF
D000075224	C14.280.123	Cardiac Conduction System Disease	Diseases characterized by pathological irregularities in the HEART CONDUCTION SYSTEM. They may be associated with other heart diseases and syndromes (e.g., BRUGADA SYNDROME; NEUROMUSCULAR DISEASE, HEART BLOCKS), isolated or may result from injuries. You can have a conduction disorder without having an arrhythmia, but some arrhythmias arise from conduction disorders. OMIM: 601144.	""	0	#FFFFFF
D000075262	C19.053.500.263.500	Hypoadrenocorticism, Familial	Hereditary forms of Addison disease that may exhibit autosomal recessive or X-linked  inheritance. They are characterized by severe neurological symptoms, APNEA;  and death in infancy. OMIM: 240200	""	0	#FFFFFF
D000075322	C25.723.522	Heavy Metal Poisoning	Poisoning that results from chronic or acute ingestion, injection, inhalation, or skin absorption of HEAVY METALS. Acute and chronic exposures can cause ANEMIA; KIDNEY and LIVER damage; PULMONARY EDEMA; MEMORY LOSS and behavioral changes; bone deformities in children; and MISCARRIAGE or PREMATURE LABOR in pregnant women.	""	0	#FFFFFF
D000075363	C04.557.595.250|C18.452.845.500.550|C20.683.515.507|C20.683.780.565	Immunoglobulin Light-chain Amyloidosis	A nonproliferative disorder of the PLASMA CELL characterized by excessive production and misfolding of IMMUNOGLOBULIN LIGHT CHAINS that form insoluble amyloid fibrils (see AMYLOID DEPOSITS) in various tissues. Clinical features include LIVER FAILURE; MULTIPLE MYELOMA; NEPHROTIC SYNDROME; RESTRICTIVE CARDIOMYOPATHY, and neuropathies.	""	0	#FFFFFF
D000075529	C12.050.351.875.846|C12.200.706.846|C12.800.846|C23.300.925	Solitary Kidney	Either a single or a single functioning kidney due to NEPHRECTOMY, birth defects or other kidney diseases.	""	0	#FFFFFF
D000075562	C10.597.606.762.300.500|C23.888.592.604.764.300.500	Charles Bonnet Syndrome	Repetitive visual hallucinations experienced mostly by elderly with diminished visual acuity or visual field loss, with awareness of the fictional nature of their hallucinations. It is not associated with delusions and other sensory hallucinations.	""	0	#FFFFFF
D000075662	C23.550.340.500|C25.100.781	Injection Site Reaction	Adverse reactions that occur initially at the site of injection or infusion. Milder type is confined to a local allergic flare reaction. A more severe reaction is caused by extravasation of VESICANTS from the blood vessel at the site of injection and can cause damage to the surrounding tissue. In tumor flare reaction symptoms involve well beyond the injection site such as an increase in the tumor size and tumor markers levels, bone pain, and HYPERCALCEMIA.	""	0	#FFFFFF
D000075902	C23.550.291.656.350	Clinical Deterioration	A critical disease progression, often measured by a set of clinical parameters, which activates HOSPITAL RAPID RESPONSE TEAM.	""	0	#FFFFFF
D000076042	C10.597.606.525.400.500|C10.720.112.100.250|C23.888.592.604.529.400.500|C25.723.705.150.100.250|C25.775.100.087.193.100.250	Alcoholic Korsakoff Syndrome	A neurological disorder characterized by inattentiveness and the inability to form short term memories. It is caused by THIAMINE DEFICIENCY due to chronic ALCOHOLISM.	""	0	#FFFFFF
D000076082	C23.888.914	Travel-Related Illness	Health problems associated with TRAVEL.	""	0	#FFFFFF
D000076263	C01.221.625|C23.550.291.531.875	Communicable Diseases, Imported	Infectious diseases originating in one geographically delineated ecosystem that are carried (by travel or immigration) to another geographically delineated ecosystem by an infected individual, animal, or disease vector.	""	0	#FFFFFF
D000076385	C06.405.205.282	Diverticular Diseases	Diseases of the DIVERTICULUM often due to infection and/or inflammation (DIVERTICULITIS).	""	0	#FFFFFF
D000076984	C10.668.829.100.750|C16.614.131.294|C26.141.294	Neonatal Brachial Plexus Palsy	Perinatal nerve injury involving the BRACHIAL PLEXUS involving a weak or paralyzed upper extremity.	""	0	#FFFFFF
D000077162	C10.551.568	Neurolymphomatosis	Infiltration of the nervous system by malignant lymphoma cells.	""	0	#FFFFFF
D000077192	C04.557.470.200.025.022|C04.588.894.797.520.055	Adenocarcinoma of Lung	A carcinoma originating in the lung and the most common lung cancer type in never-smokers. Malignant cells exhibit distinct features such as glandular epithelial, or tubular morphology. Mutations in KRAS, EGFR, BRAF, and ERBB2 genes are associated with this cancer.	""	0	#FFFFFF
D000077195	C04.557.470.200.400.565|C04.588.443.177	Squamous Cell Carcinoma of Head and Neck	The most common type of head and neck carcinoma that originates from cells on the surface of the NASAL CAVITY; MOUTH; PARANASAL SINUSES, SALIVARY GLANDS, and LARYNX. Mutations in TNFRSF10B, PTEN, and ING1 genes are associated with this cancer.	""	0	#FFFFFF
D000077207	C04.557.450.565.280.140|C04.557.450.795.300.140	Chondrosarcoma, Clear Cell	A chondrosarcoma of adolescence to old age of the proximal EPIPHYSES of long bones. It has variably clear cytoplasm of the mostly neoplastic CHONDROCYTES with little intervening matrix.	""	0	#FFFFFF
D000077216	C04.557.470.200.295|C04.588.322.455.199|C12.050.351.500.056.630.705.350|C12.050.351.937.418.685.350|C12.100.250.056.630.705.350|C12.900.418.685.350|C19.344.410.199|C19.391.630.705.350	Carcinoma, Ovarian Epithelial	A malignant neoplasm that originates in cells on the surface EPITHELIUM of the ovary and is the most common form of ovarian cancer. There are five histologic subtypes: papillary serous, endometrioid, mucinous, clear cell, and transitional cell. Mutations in BRCA1, OPCML, PRKN, PIK3CA, AKT1, CTNNB1, RRAS2, and CDH1 genes are associated with this cancer.	""	0	#FFFFFF
D000077260	C23.888.900	Sleepiness	Compelling urge to sleep.	""	0	#FFFFFF
D000077273	C04.557.470.200.025.085.612|C04.588.322.894.400|C04.588.443.915.400|C19.344.894.400|C19.874.788.400	Thyroid Cancer, Papillary	An ADENOCARCINOMA that originates from follicular cells of the THYROID GLAND and accounts for the majority of THYROID CANCER cases. Cells exhibit enlarged, oval, or elongated morphologies with clear, round, nuclei. Fusions of RET, NTRK1, TPM3, and PCM1 genes are associated with this cancer.	""	0	#FFFFFF
D000077274	C04.557.470.200.623|C04.588.443.665.710.650.500|C07.550.350.650.500|C07.550.745.650.500|C09.647.710.650.500|C09.775.350.650.500|C09.775.549.650.500	Nasopharyngeal Carcinoma	A carcinoma that originates in the EPITHELIUM of the NASOPHARYNX and includes four subtypes: keratinizing squamous cell, non-keratinizing, basaloid squamous cell, and PAPILLARY ADENOCARCINOMA. It is most prevalent in Southeast Asian populations and is associated with EPSTEIN-BARR VIRUS INFECTIONS. Somatic mutations associated with this cancer have been identified in NPCR, BAP1, UBAP1, ERBB2, ERBB3, MLL2, PIK3CA, KRAS, NRAS, and ARID1A genes.	""	0	#FFFFFF
D000077275	C05.116.099.708.375.286	Craniofacial Fibrous Dysplasia	Mostly benign fibro-osseous proliferation of the facial bones and skull. It can be either monostotic (localized to a single bone) or polyostotic (localized to more than one bone) type.	""	0	#FFFFFF
D000077277	C04.557.470.200.400.330|C04.557.470.700.400.565|C04.588.274.476.205.500|C04.588.443.353.500|C06.301.371.205.500|C06.405.117.430.500|C06.405.249.205.500	Esophageal Squamous Cell Carcinoma	A carcinoma that originates usually from cells on the surface of the middle and lower third of the ESOPHAGUS. Tumor cells exhibit typical squamous morphology and form large polypoid lesions. Mutations in RNF6, LZTS1, TGFBR2, DEC1, and WWOX1 genes are associated with this cancer.	""	0	#FFFFFF
D000077295	C12.050.351.968.829.867|C12.200.777.829.893|C12.950.829.867|C23.888.942.343.790	Urinary Bladder, Underactive	Symptom of underactive detrusor muscle of the URINARY BLADDER that contracts with abnormally reduced strength or duration resulting in an incomplete and/or prolonged bladder emptying.	""	0	#FFFFFF
D000077299	C01.248.250|C01.748.610.300|C08.381.677.300|C08.730.610.300|C23.550.291.875.500.500	Healthcare-Associated Pneumonia	Infection of the lung often accompanied by inflammation that is acquired through an interaction within a healthcare institution often through a therapeutic experience (e.g., use of catheters or ventilators).	""	0	#FFFFFF
D000077342	C01.150.252.400.536.850|C01.150.252.400.794.352.250.850|C01.920.930.513.850|C23.550.291.500.844	Post-Lyme Disease Syndrome	A condition caused by long-lasting and ongoing infection with the spirochete Borrelia burgdorferi resulting in progressive inflammatory neurologic, neuromuscular, and dermatologic manifestations including ENCEPHALITIS; MYELITIS; acrodermatitis chronica atrophicans; and ARTHRITIS.	""	0	#FFFFFF
D000077428	C15.378.190.625.265|C16.320.314	GATA2 Deficiency	A rare disorder of the immune system with wide-ranging effects which include GATA2 Transcription Factor dysfunction, immunodeficiency, myelodysplastic syndrome (ineffective blood cell production), lung disease, and problems of the vascular and lymphatic system.	""	0	#FFFFFF
D000077684	C10.668.829.550.350|C10.668.829.800.750.150	Cauda Equina Syndrome	Compressive lesion affecting the nerve roots of the CAUDA EQUINA (e.g., compression, herniation, inflammation, rupture, or stenosis), which controls the function of the bladder and bowel. Symptoms may include neurological dysfunction of bladder or bowels, loss of sexual sensation and altered sensation or paralysis in the lower extremities.	""	0	#FFFFFF
D000077733	C20.111.572	Immunoglobulin G4-Related Disease	A spectrum of systemic autoimmune diseases in which IMMUNOGLOBULIN G4 plays a pathophysiologic role. It can affect multiple organs in highly variable presentations, characterized by inflammatory lesions composed of IgG4-positive PLASMA CELLS, further infiltrated by T helper cells (T-LYMPHOCYTES, HELPER-INDUCER) when linked to progressive FIBROSIS and eventual organ damage.	""	0	#FFFFFF
D000077765	C11.270.151|C11.768.216	Cone Dystrophy	A general term which describes a group of rare eye disorders that affect the cone cells of the RETINA. Cone dystrophy can cause a variety of symptoms including decreased visual clarity or acuity when looking straight ahead (central vision), a reduced ability to see colors, and an increased sensitivity to light (PHOTOPHOBIA).	""	0	#FFFFFF
